model,rating,n_ratings,ram_gb,storage_gb,b_camera_mp,f_camera_mp,battery_mah,price_inr
"OnePlus 6T (Mirror Black, 128 GB)",4.5,24,6,128,16.0,16.0,3700,20990
"OnePlus 8 (Glacial Green, 128 GB)",4.5,442,8,128,48.0,16.0,4300,34990
"OnePlus 8 (Onyx Black, 128 GB)",4.5,442,8,128,48.0,16.0,4300,34990
"OnePlus 7 Pro (Mirror Grey, 128 GB)",4.5,305,6,128,48.0,16.0,4000,30990
"OnePlus Nord (Blue Marble, 64 GB)",0.0,0,6,64,48.0,32.0,4115,23999
"OnePlus 7 Pro (Nebula Blue, 256 GB)",4.6,103,12,256,48.0,16.0,4000,50330
"OnePlus 6T (Midnight Black, 128 GB)",4.5,125,8,128,16.0,16.0,3700,31998
"OnePlus 7 Pro (Almond, 256 GB)",4.5,1364,8,256,48.0,16.0,4000,44744
"OnePlus 7T (Frosted Silver, 256 GB)",4.6,9598,8,256,48.0,16.0,3800,38500
"OnePlus 7T (Glacier Blue, 256 GB)",4.6,9598,8,256,48.0,16.0,3800,35999
"OnePlus 7T (Glacier Blue, 128 GB)",4.6,9598,8,128,48.0,16.0,3800,32999
"OnePlus 7 Pro (Mirror Grey, 256 GB)",4.5,1364,8,256,48.0,16.0,4000,32990
"OnePlus 7 Pro (Nebula Blue, 256 GB)",4.5,1364,8,256,48.0,16.0,4000,31990
"OnePlus 7T Pro (Haze Blue, 256 GB)",4.5,818,8,256,48.0,16.0,4085,34999
"OnePlus 7T Pro Mclaren Limited Edition (Papaya Orange, 256 GB)",4.4,8,12,256,48.0,8.0,4085,50900
"Huawei Y9 Prime 2019 (Sapphire Blue, 128 GB)",4.3,1127,4,128,16.0,16.0,4000,19990
"Huawei P9 (Mystic Silver, 32 GB)",4.5,829,3,32,12.0,8.0,3000,39999
"Huawei P9 (Prestige Gold, 32 GB)",4.5,829,3,32,12.0,8.0,3000,39999
"Huawei Ascend Y600 (White, 4 GB)",2.6,5,512,4,5.0,0.3,2100,9990
"Huawei P30 Lite (Peacock Blue, 128 GB)",4.6,11,6,128,24.0,32.0,3340,25990
"Nexus 6P Special Edition (Gold, 64 GB)",4.3,1205,3,64,12.3,8.0,3450,42998
"Huawei Ascend G700 (White, 8 GB)",4.4,257,2,8,8.0,1.3,2150,16500
"Huawei Honor 3X (White, 8 GB)",3.9,24,2,8,13.0,5.0,3000,25999
"Nexus 6P (Silver, 64 GB)",4.5,4082,3,64,12.3,8.0,3450,42999
"Nexus 6P (Grey, 32 GB)",4.5,4082,3,32,12.3,8.0,3450,39999
"Huawei AscendG730 (White, 4 GB)",4.2,18,1,4,5.0,0.3,2300,14990
"Huawei Y9 Prime 2019 (Emerald Green, 128 GB)",4.3,1127,4,128,16.0,16.0,4000,19990
"Huawei P9 (Titanium Grey, 32 GB)",4.5,829,3,32,12.0,8.0,3000,39999
"Alcatel U5 HD (Metallic Black, 16 GB)",3.6,1184,2,16,13.0,8.0,2200,6499
"Alcatel Idol 4 (Dark Grey, 16 GB)",3.7,244,3,16,13.0,8.0,2610,16999
"Alcatel U5 HD (Metallic Gold, 16 GB)",3.6,1184,2,16,13.0,8.0,2200,6499
Alcatel OT 5020E (4 GB),4.0,2,512,4,5.0,0.3,1500,7699
"Alcatel 5V (Spectrum Blue, 32 GB)",4.1,297,3,32,16.0,13.0,4000,3799
"Alcatel Idol OT6030a (Slate, 4 GB)",3.9,76,512,4,8.0,2.0,1800,13999
"Alcatel Onetouch Flash 6042D (Gun Grey, 8 GB)",3.7,2929,1,8,13.0,5.0,3200,9999
"Alcatel Onetouch Flash 6042D (Crystal White, 8 GB)",3.7,2929,1,8,13.0,5.0,3200,9999
"Alcatel Scribe (Blue, 4 GB)",0.0,0,512,4,5.0,0.3,2500,12900
"Lenovo A5 (Black, 32 GB)",4.1,9952,3,32,13.0,8.0,4000,7999
"Lenovo K8 Plus (Fine Gold, 32 GB)",4.2,307615,3,32,13.0,8.0,4000,10999
"Lenovo Phab 2 (Champagne Gold, 32 GB)",4.0,42171,3,32,13.0,5.0,4050,10310
"Lenovo Phab 2 (Gunmetal Gray, 32 GB)",4.0,42171,3,32,13.0,5.0,4050,10090
"Lenovo K10 Note (Black, 64 GB)",4.1,11468,4,64,16.0,16.0,4050,16999
"Lenovo VIBE P1m (Black, 16 GB)",4.0,153294,2,16,8.0,5.0,3900,6999
"Lenovo VIBE P1m (White, 16 GB)",4.0,153294,2,16,8.0,5.0,3900,6999
"Lenovo K8 Plus (Fine Gold, 32 GB)",4.1,22593,4,32,13.0,8.0,4000,11999
"Lenovo S930 (Silver, 8 GB)",4.3,104,1,8,8.0,1.6,3000,13604
"Lenovo K8 Plus (Venom Black, 32 GB)",4.1,22593,4,32,13.0,8.0,4000,11999
"Lenovo K9 Note (Gold, 64 GB)",4.1,2005,4,64,16.0,8.0,3760,11999
"Lenovo Vibe K5 Note (Grey, 32 GB)",4.1,129407,3,32,13.0,8.0,3500,10999
"Lenovo Z2 Plus (Black, 32 GB)",3.9,4289,3,32,13.0,8.0,3500,15499
"Lenovo K9 Note (Black, 64 GB)",4.1,2005,4,64,16.0,8.0,3760,11999
"Lenovo Z6 Pro (Black, 128 GB)",3.8,201,8,128,48.0,32.0,4000,39999
"Lenovo K9 (Black, 32 GB)",4.2,17887,3,32,13.0,13.0,3000,9999
"Lenovo Vibe K5 Note (Silver, 32 GB)",4.1,273256,4,32,13.0,8.0,3500,12499
"Lenovo A6 Note (Blue, 32 GB)",4.2,19291,3,32,13.0,5.0,4000,9999
"Lenovo K6 Power (Gold, 32 GB)",4.0,83006,4,32,13.0,8.0,4000,10999
"Lenovo K8 Plus (Venom Black, 32 GB)",4.2,307615,3,32,13.0,8.0,4000,10999
"Lenovo K6 Power (dark gold, 32 GB)",4.1,241475,3,32,13.0,8.0,4000,9999
"Lenovo K6 Power (Silver, 32 GB)",4.1,241475,3,32,13.0,8.0,4000,9999
"Lenovo K6 Power (Grey/Dark Grey, 32 GB)",4.1,241475,3,32,13.0,8.0,4000,9999
"Lenovo A5 (Gold, 16 GB)",4.1,15949,2,16,13.0,8.0,4000,6999
"Infinix SMART 7 (Night Black, 64 GB)",4.3,33752,4,64,13.0,5.0,6000,7499
"Infinix SMART 7 (Emerald Green, 64 GB)",4.3,33752,4,64,13.0,5.0,6000,7499
"Infinix SMART 7 (Azure Blue, 64 GB)",4.3,33752,4,64,13.0,5.0,6000,7499
"Infinix HOT 30i (Glacier Blue, 128 GB)",4.3,22569,8,128,50.0,5.0,5000,9499
"Infinix HOT 30i (Diamond White, 128 GB)",4.3,22569,8,128,50.0,5.0,5000,9499
"Infinix HOT 30i (Glacier Blue, 64 GB)",4.3,5503,4,64,50.0,5.0,5000,8399
"Infinix HOT 30i (Diamond White, 64 GB)",4.3,5503,4,64,50.0,5.0,5000,8399
"Infinix HOT 30i (Mirror Black, 64 GB)",4.3,5503,4,64,50.0,5.0,5000,8399
"Infinix HOT 30i (Mirror Black, 128 GB)",4.3,22569,8,128,50.0,5.0,5000,9499
"Infinix HOT 30i (Marigold, 128 GB)",4.3,22569,8,128,50.0,5.0,5000,9499
"Infinix HOT 30i (Marigold, 64 GB)",4.3,5503,4,64,50.0,5.0,5000,8399
"Infinix Smart 7 HD (Green Apple, 64 GB)",4.4,6252,2,64,8.0,5.0,5000,6199
"Infinix Smart 6 HD (Force Black, 32 GB)",4.3,33810,2,32,8.0,5.0,5000,5999
"Infinix Smart 6 HD (Origin Blue, 32 GB)",4.3,33810,2,32,8.0,5.0,5000,5999
"Infinix Smart 6 HD (Aqua Sky, 32 GB)",4.3,33810,2,32,8.0,5.0,5000,5999
"Infinix Hot 20 5G (Blaster Green, 128 GB)",4.1,5494,6,128,50.0,8.0,5000,13499
"Infinix HOT 20 5G (Space Blue, 64 GB)",4.2,10930,4,64,50.0,8.0,5000,11499
"Infinix HOT 20 5G (Blaster Green, 64 GB)",4.2,10930,4,64,50.0,8.0,5000,11499
"Infinix Hot 20 5G (Space Blue, 128 GB)",4.1,5494,6,128,50.0,8.0,5000,13499
"Infinix Note 12 Pro 5G (Force Black, 128 GB)",4.1,27133,8,128,108.0,16.0,5000,17999
"Infinix Note 12 Pro 5G (Snowfall, 128 GB)",4.1,27133,8,128,108.0,16.0,5000,17999
"Infinix HOT 20 5G (Racing Black, 64 GB)",4.2,10930,4,64,50.0,8.0,5000,11499
"Infinix NOTE 12i (Alpine White, 64 GB)",4.2,5955,4,64,50.0,8.0,5000,10499
"Infinix NOTE 12i (Metaverse Blue, 64 GB)",4.2,5955,4,64,50.0,8.0,5000,10499
"Infinix NOTE 12i (Metaverse Blue, 64 GB)",4.2,5955,4,64,50.0,8.0,5000,10499
"Infinix Hot 20 5G (Racing Black, 128 GB)",4.1,5494,6,128,50.0,8.0,5000,13499
"Infinix Smart 7 HD (Ink Black, 64 GB)",4.4,6252,2,64,8.0,5.0,5000,6199
"Infinix Smart 7 HD (Silk Blue, 64 GB)",4.4,6252,2,64,8.0,5.0,5000,6199
"Infinix Smart 7 HD (Jade White, 64 GB)",4.4,6252,2,64,8.0,5.0,5000,6199
"Infinix HOT 20 Play (Racing Black, 64 GB)",4.4,25096,4,64,13.0,8.0,6000,8499
"Infinix HOT 20 Play (Luna Blue, 64 GB)",4.4,25096,4,64,13.0,8.0,6000,8499
"Infinix HOT 20 Play (Fantasy Purple, 64 GB)",4.4,25096,4,64,13.0,8.0,6000,8499
"Infinix HOT 20 Play (Aurora Green, 64 GB)",4.4,25096,4,64,13.0,8.0,6000,8499
"Infinix Zero 5G 2023 (Submariner Black, 128 GB)",4.1,3299,8,128,50.0,16.0,5000,16599
"Infinix Hot 12 (7° Purple, 64 GB)",4.2,27533,4,64,50.0,8.0,6000,8999
"Infinix Hot 12 (Turquoise Cyan, 64 GB)",4.2,27533,4,64,50.0,8.0,6000,8999
"Infinix Hot 12 (Polar Black, 64 GB)",4.2,27533,4,64,50.0,8.0,6000,8999
"Infinix Hot 12 (Exploratory Blue, 64 GB)",4.2,27533,4,64,50.0,8.0,6000,8999
"Infinix Zero 5G 2023 (Pearly White, 128 GB)",4.1,3299,8,128,50.0,16.0,5000,16599
"Infinix Zero 5G 2023 (Coral Orange, 128 GB)",4.1,3299,8,128,50.0,16.0,5000,16599
"Infinix Note 12 (Force Black, 128 GB)",4.2,13349,6,128,50.0,16.0,5000,12999
"Infinix Note 12 (Force Black, 64 GB)",4.2,27194,4,64,50.0,16.0,5000,10999
"Infinix Zero 20 (Glitter Gold, 128 GB)",4.2,3729,8,128,108.0,60.0,4500,16999
"Infinix Zero 20 (Green Fantasy, 128 GB)",4.2,3729,8,128,108.0,60.0,4500,16999
"Infinix Zero 20 (DEEP GRAY, 128 GB)",4.2,3729,8,128,108.0,60.0,4500,16999
"Infinix Smart 6 (Starry Purple, 64 GB)",4.3,32464,2,64,8.0,5.0,5000,6999
"Infinix Smart 6 (Heart Of Ocean, 64 GB)",4.3,32464,2,64,8.0,5.0,5000,6999
"Infinix Smart 6 (Light Sea Green, 64 GB)",4.3,32464,2,64,8.0,5.0,5000,6999
"Infinix Smart 6 (Light Sea Green, 64 GB)",4.3,32464,2,64,8.0,5.0,5000,6999
"Infinix Note 12 (Jewel Blue, 128 GB)",4.2,13349,6,128,50.0,16.0,5000,12999
"Infinix Zero 5G 2023 TURBO (Submariner Black, 256 GB)",4.0,2084,8,256,50.0,16.0,5000,18599
"Infinix HOT 12 Play (Daylight Green, 64 GB)",4.3,117061,4,64,13.0,8.0,6000,8999
"Infinix Zero 5G 2023 TURBO (Pearly White, 256 GB)",4.0,2084,8,256,50.0,16.0,5000,18599
"Infinix Zero 5G 2023 TURBO (Coral Orange, 256 GB)",4.0,2084,8,256,50.0,16.0,5000,18599
"Infinix Note 12 5G (Snowfall, 64 GB)",4.2,19564,6,64,50.0,16.0,5000,14999
"Infinix Note 12 Pro (Volcanic Grey, 256 GB)",4.2,5685,8,256,108.0,16.0,5000,16999
"Infinix Hot 12 Pro (Halo White, 64 GB)",4.2,11007,6,64,50.0,8.0,5000,9999
"Infinix HOT 12 Play (Racing Black, 64 GB)",4.3,117061,4,64,13.0,8.0,6000,8999
"Infinix Hot 12 Pro (Lightsaber Green, 128 GB)",4.0,5240,8,128,50.0,8.0,5000,12999
"Infinix Hot 12 Pro (Electric Blue, 64 GB)",4.2,11007,6,64,50.0,8.0,5000,9999
"Infinix Hot 12 Pro (Lightsaber Green, 64 GB)",4.2,11007,6,64,50.0,8.0,5000,9999
"Infinix Hot 12 Pro (Racing Black, 64 GB)",4.2,11007,6,64,50.0,8.0,5000,9999
"Infinix Note 12 5G (Force Black, 64 GB)",4.2,19564,6,64,50.0,16.0,5000,14999
"Infinix Note 12 Pro (Tuscany Blue, 256 GB)",4.2,5685,8,256,108.0,16.0,5000,16999
"Infinix Hot 12 Pro (Electric Blue, 128 GB)",4.0,5240,8,128,50.0,8.0,5000,12999
"Infinix Hot 12 Pro (Racing Black, 128 GB)",4.0,5240,8,128,50.0,8.0,5000,12999
"Infinix Note 11s Free Fire Edition (Mithril Grey, 128 GB)",4.3,8157,8,128,50.0,16.0,5000,15999
"Infinix Hot 11 (Emerald Green, 64 GB)",4.3,16419,4,64,13.0,8.0,5200,9999
"Infinix Hot 11 (Silver Wave, 64 GB)",4.3,16419,4,64,13.0,8.0,5200,9999
"Infinix Smart 5A (Quetzal Cyan, 32 GB)",4.3,79849,2,32,8.0,8.0,5000,7199
"Infinix Smart 5A (Midnight Black, 32 GB)",4.3,79849,2,32,8.0,8.0,5000,7199
"Infinix Note 11s Free Fire Edition (Haze Green, 128 GB)",4.3,8157,8,128,50.0,16.0,5000,15999
"Infinix Smart 5A (Ocean Wave, 32 GB)",4.3,79849,2,32,8.0,8.0,5000,7199
"Infinix Hot 11 2022 (Polar Black, 64 GB)",4.2,17968,4,64,13.0,8.0,5000,9999
"Infinix Smart 6 Plus (Tranquil Sea Blue, 64 GB)",4.2,12712,3,64,8.0,5.0,5000,8299
"Infinix Hot 11S (Polar Black, 128 GB)",4.3,50667,4,128,50.0,8.0,5000,11999
"Infinix Hot 11S (Green Wave, 128 GB)",4.3,50667,4,128,50.0,8.0,5000,11999
"Infinix Note 11 (Celestial Snow, 128 GB)",4.2,11290,6,128,50.0,16.0,5000,16999
"Infinix Note 11 (Celestial Snow, 64 GB)",4.3,39201,4,64,50.0,16.0,5000,12499
"Infinix Note 11 (Glacier Green, 64 GB)",4.3,39201,4,64,50.0,16.0,5000,12499
"Infinix Note 11 (Graphite Black, 64 GB)",4.3,39201,4,64,50.0,16.0,5000,12499
"Infinix Note 11 (Glacier Green, 128 GB)",4.2,11290,6,128,50.0,16.0,5000,16999
"Infinix Note 11s (Haze Green, 64 GB)",4.3,12319,6,64,50.0,16.0,5000,13999
"Infinix Hot 11S (Green Wave, 64 GB)",4.3,50667,4,64,50.0,8.0,5000,10999
"Infinix Hot 11 2022 (Sunset Gold, 64 GB)",4.2,17968,4,64,13.0,8.0,5000,9999
"Infinix Hot 11 2022 (Aurora Green, 64 GB)",4.2,17968,4,64,13.0,8.0,5000,9999
"Infinix Hot 11S (Polar Black, 64 GB)",4.3,50667,4,64,50.0,8.0,5000,10999
"Infinix Zero Ultra (Coslight Silver, 256 GB)",4.1,1127,8,256,200.0,32.0,4500,32999
"Infinix Hot 11S (Silver Wave, 128 GB)",4.3,50667,4,128,50.0,8.0,5000,11999
"Infinix Smart HD 2021 (Quartz Green, 32 GB)",4.3,66729,2,32,8.0,5.0,5000,7499
"Infinix Zero 5G (Horizon Blue, 128 GB)",4.2,10773,8,128,48.0,16.0,5000,19999
"Infinix Note 12 TURBO (Jewel Blue, 128 GB)",4.2,8693,8,128,50.0,16.0,5000,13999
"Infinix Note 12 (Jewel Blue, 64 GB)",4.2,27194,4,64,50.0,16.0,5000,10999
"Infinix HOT 12 Play (Champagne Gold, 64 GB)",4.3,117061,4,64,13.0,8.0,6000,8999
"Infinix HOT 12 Play (Horizon Blue, 64 GB)",4.3,117061,4,64,13.0,8.0,6000,8999
"Infinix Smart 5 (Obsidian Black, 32 GB)",4.3,107450,2,32,13.0,8.0,6000,7499
"Infinix Smart 5 (Aegean Blue, 32 GB)",4.3,107450,2,32,13.0,8.0,6000,7499
"Infinix Note 11s Free Fire Edition (Symphony Cyan, 128 GB)",4.3,8157,8,128,50.0,16.0,5000,15999
"Infinix Smart 6 Plus (Miracle Black, 64 GB)",4.2,12712,3,64,8.0,5.0,5000,8299
"Infinix Smart 5 (Obsidian Black, 32 GB)",4.3,107450,2,32,13.0,8.0,6000,7499
"Infinix Smart HD 2021 (Topaz Blue, 32 GB)",4.3,66729,2,32,8.0,5.0,5000,6499
"Infinix Smart 5 (7° Purple, 32 GB)",4.3,107450,2,32,13.0,8.0,6000,7499
"Infinix Smart 6 Plus (Crystal Violet, 64 GB)",4.2,12712,3,64,8.0,5.0,5000,8299
"Infinix Smart HD 2021 (Obsidian Black, 32 GB)",4.3,66729,2,32,8.0,5.0,5000,6499
"Infinix Note 11 (Graphite Black, 128 GB)",4.2,11290,6,128,50.0,16.0,5000,16999
"Infinix Note 11s (Mithril Grey, 64 GB)",4.3,12319,6,64,50.0,16.0,5000,13999
"Infinix Hot 11S (7° Purple, 64 GB)",4.3,50667,4,64,50.0,8.0,5000,10999
"Infinix Hot 11S (Silver Wave, 64 GB)",4.3,50667,4,64,50.0,8.0,5000,10999
"Infinix Hot 11S (7° Purple, 128 GB)",4.3,50667,4,128,50.0,8.0,5000,11999
"Infinix Note 12 TURBO (Force Black, 128 GB)",4.2,8704,8,128,50.0,16.0,5000,13999
"Infinix Hot 12 Pro (Halo White, 128 GB)",4.0,5240,8,128,50.0,8.0,5000,12999
"Infinix Note 11s (Symphony Cyan, 64 GB)",4.3,12319,6,64,50.0,16.0,5000,13999
"Infinix Note 12 TURBO (Snowfall, 128 GB)",4.2,8704,8,128,50.0,16.0,5000,13999
"Infinix Smart 4 (Violet, 32 GB)",4.4,32752,2,32,13.0,8.0,6000,8999
"Infinix Smart 4 (Ocean Wave, 32 GB)",4.4,32752,2,32,13.0,8.0,6000,8999
"Infinix Note 7 (Forest Green, 64 GB)",4.3,25582,4,64,48.0,16.0,5000,14999
"Infinix Note 7 (Bolivia Blue, 64 GB)",4.3,25582,4,64,48.0,16.0,5000,14999
"Infinix Note 7 (Aether Black, 64 GB)",4.3,25582,4,64,48.0,16.0,5000,14999
"Infinix Zero 8i (Silver Diamond, 128 GB)",4.2,7117,8,128,48.0,16.0,4500,18999
"Infinix S5 (Quetzal Cyan, 64 GB)",4.3,15701,4,64,16.0,32.0,4000,10999
